id,orig,trans
0101Trial10_Hanna004,首を……！？<br>それって……ノアさんの……！？,"勒住脖子……！？<br>
那是……诺亚的脖子……！？"
0101Trial10_Hanna005,しっかりしてくださいまし！！,你认真一点好吗！！
0101Trial10_Hanna006,矢を……ホウキにですわね！,把箭……绑在了扫帚上，对不对！
0101Trial10_Hanna007,たしかにそれなら辻褄は合いますわ……！,这么想确实说得通……！
0101Trial10_Hanna008,――わたくしは犯人じゃないということですわ！,——说明我不是凶手！
0101Trial10_Hanna009,な、何って言われましても……。,你、你问我我问谁啊……
0101Trial11_Hanna001,イチャイチャするなら<br>他でやって欲しいですわっ！？,"想找人亲热的话<br>
能不能换另一个人亲热哇！？"
0101Trial11_Hanna002,た、たしかにみんなの魔法は自己申告ですし<br>嘘をつくことはできると思いますけど……！,"确、确实，大家的魔法都是自报的，<br>
我觉得确实有说谎的空间……！"
0101Trial12_Hanna001,あまりにも<br>遠い効果の魔法だと、<br>取り繕うのが<br>大変そうですわ……。,"如果魔法的效果<br>
相差得太远，<br>
要掩饰这件事<br>
就太麻烦了……"
0101Trial12_Hanna002,"た、たしかに<br><link=""Objection_01_01_12_01"">目を離せなくなったり</link>、<br><link=""Objection_01_01_12_02"">ドキドキしてしまう</link>ことが<br>ありますわ……！<br>見つめていると<br><link=""Objection_01_01_12_03"">顔も熱く</link>なって……。","确、确实有过<br>
<link=""Objection_01_01_12_01"">无法移开视线</link>，<br>
<link=""Objection_01_01_12_02"">心怦怦直跳</link>的情况……！<br>
盯着看的话<br>
<link=""Objection_01_01_12_03"">脸也会发烫</link>……<br>"
0101Trial12_Hanna003,これは魅了の魔法に<br>違いありませんわ～！！,"这百分百就是<br>
魅惑的魔法～！！"
0101Trial12_Hanna004,たしかにそれなら、このドキドキも納得できますわー！,这样的话，我的莫名心跳确实讲得通！
0101Trial12_Hanna005,たしかに！<br>そうでも考えないと、<br>このドキドキは納得できませんわー！,"还真是！<br>
不然的话，<br>
要怎么解释我的心跳才好～！"
0101Trial12_Hanna006,それはそうですけど……<br>それって事件になにか関係あるんですの？,"这倒没错啦……<br>
可是这和案件有什么关系呢？"
0101Trial12_Hanna007,じゃ、じゃあ……<br>レイアさんを見てるとドキドキするから<br>目が離せなくなるんじゃなくて……。,"那、那么……<br>
其实不是因为看着蕾雅才会心怦怦跳，<br>
无法移开视线……"
0101Trial12_Hanna008,そ、それは……！,这、这……！
0101Trial12_Hanna009,――徹底的に議論してやりますわ～！！,——来彻底讨论一番吧～！！
0101Trial13_Hanna001,そ、その血が実は<br>犯人のものだったり<br>するんじゃねーんですわ！？<br>ありがちな展開ですわー！,"有、有没可能<br>
上面的血其实是<br>
凶手的血！？<br>
感觉是很常见的剧情欸～！"
0101Trial13_Hanna002,事件の直前になくなった上に、<br>塗料も血もついているんですのよ！？<br>逆になんで関係ないと思うんですの！？,"不单是事发不久前就不见了，<br>
而且还沾了颜料和血欸！？<br>
我倒想问你为什么会觉得没关系啊！？"
0101Trial13_Hanna003,破廉恥ですわー！！ 変態！,太不知羞耻了！！变态！
0101Trial13_Hanna004,ちょ、ちょっと待ちやがれですわ！<br>これまでの推理では現場で槍みたいな物が<br>作られたって話でしたでしょう！？,"且、且慢！<br>
我们不是一直以来推理说<br>
现场制作了长枪吗！？"
0101Trial13_Hanna005,……見る限り、いつもと違う格好をした人は<br>いないように見えますわね。,"……目前看来，好像没有人身上穿的<br>
和平时不一样呢。"
0101Trial13_Hanna006,ど、どういうことですの！,究、究竟是怎么一回事！
0101Trial13_Hanna007,ありましたわねぇそんなの。<br>それがどうかしました？,"是啊。<br>
那怎么了？"
0101Trial13_Hanna008,それが【塗料を拭き取っていない】証拠になる意味が<br>わかりませんわー？,"我理解不了这个<br>
怎么证明【没有沾上颜料】欸？"
0101Trial13_Hanna009,それは……たしかにそうかもしれませんわ……。,这个……也许是这样没错……
0101Trial14_Hanna001,……犯人だとしても、教えてくれるわけありませんわ！！<br>エマさん、そんなこと子供でもわかりますわよ！？,"……她要是凶手，就更不可能告诉你了！！<br>
艾玛，这可是小朋友都知道的道理欸！？"
0101Trial14_Hanna002,……わたくしぃ！？<br>なんでですのー！？,"……我吗！？<br>
为什么——！？"
0101Trial14_Hanna003,エマさんまでわたくしで遊ばないでくださいましー！,连你也要捉弄我，真是受够了——！
0101Trial14_Hanna004,白い……！,白色的……！
0101Trial14_Hanna005,そ、それじゃあ……<br>本当に……あなたが……！？,"那、那……<br>
真是……你杀的……！？"
0102Adv01_Hanna001,ちょ、ちょ、ちょっとお待ちなさい！<br>何故あなたはそんなこと知っていやがるんですの！？,"等、等、等一等！<br>
为什么你会知道有幕后黑手！？"
0102Adv01_Hanna002,そっちの方がよっぽど怪しいですわよ！,反倒是你更加可疑！
0102Adv01_Hanna003,入れ替わりの魔法って……<br>そ、そ、そんな、マジですの……？,"交换身体的魔法……<br>
这、这是真的吗……？"
0102Adv01_Hanna004,こ、これ地震ですの！？,是、是地震了吗！？
0102Adv02_Hanna001,そんなお寒い行動よく思いつきますわね。,亏你能想到这么尴尬的仪式。
0102Adv02_Hanna002,みなさん、やる気あるんですの！？,你们啊，究竟有没有干劲啊！？
0102Adv02_Hanna003,きいぃ！ ままなりませんわ！,可恶！总是事不如愿！
0102Adv03_Hanna001,そういえば、マーゴさんの部屋は<br>目隠しされていますわね。,"说起来，玛格的房间<br>
一直是被围挡住的。"
0102Adv03_Hanna002,ど、ど、どういうことでやがりますの！？,这、这、这是怎么一回事！？
0102Adv03_Hanna003,えっ！？<br>監視カメラが設置されていますの！？,"什么！？<br>
这里设置了监控摄像头吗！？"
0102Adv03_Hanna004,お、恐ろしい目に遭いましたわ……<br>お金がないなら、体で支払えだなんて……。,"刚、刚才真是太可怕了……<br>
她居然说没有钱就用身体来支付……"
0102Adv03_Hanna005,もうすぐ自由時間終わってしまいますわよ！？,放风时间马上要结束了哦！？
0102Adv03_Hanna006,なんのことですの？,你的意思是？
0102Adv03_Hanna007,そんな……あんな銃を持っていたら<br>ひとたまりもありませんわ……。,"怎么会这样……她还带着那么吓人的枪，<br>
谁能抵抗得了她……"
0102Adv04_Hanna001,あっ、あなた乱暴に扱わないでくださいまし！？<br>本が破壊されてしまいますわ！？,"可、可以请你不要那样粗暴地翻阅吗！？<br>
书都要被你弄坏了哦！？"
0102Adv04_Hanna002,この本の情報が正しければ……<br>わたくしの魔法は強くなったら<br>もっと上空を飛べますわ！,"如果这本书的内容没错的话……<br>
那我的魔法变强以后<br>
就可以飞得更高了！"
0102Adv04_Hanna003,ぐ、そ、そうでしたわ……。<br>【なれはて】にはなりたくありませんわ……。,"呃，说、说得也对……<br>
我可不想变成【残骸】……"
0102Adv04_Hanna004,ふんっ、人の能力を嘲笑うなんて<br>あなたは相当すごい魔法の持ち主なのかしら？,"哼，竟敢嘲笑别人的能力，<br>
想必你的魔法一定很了不得吧？"
0102Adv04_Hanna005,せ、千里眼ですって……？<br>わたくしたちのこと常に監視を……？,"千、千里眼……？<br>
莫非你一直在监视我们……？"
0102Adv04_Hanna006,なんだ……良かった～。<br>おっ、驚かさないでくれるかしら。,"这样啊……那就好～<br>
请、请你不要吓我们好吗。"
0102Adv04_Hanna007,それは、みんな同じ気持ちですわよ……！,可大家也都是这么想的呀……！
0102Adv09_Hanna001,なんで来やがるんですの！！<br>立ち入り禁止って言ったじゃありませんの！,"你来做什么！！<br>
我不是叮嘱过不准进来吗！"
0102Adv09_Hanna002,ひぃぃいい！<br>引っ張りやがりましたわコイツー！！,"呀——！<br>
你这家伙竟敢直接上手拽！！"
0102Adv09_Hanna003,……今わたくし決めましたわ。<br>こいつを殺す！！,"……现在我决定了。<br>
我要把这家伙宰了！！"
0102Adv09_Hanna004,構いませんわ！ 絶対殺しますわー！,无所谓了！我一定要杀了你！
0102Adv14_Hanna001,あの、ひとついいかしら？,不好意思，我可以提一个问题吗？
0102Adv14_Hanna002,そこまで大きなものは作れなかったから<br>全員は乗れませんわよ？ そこはどうしますの？,"因为我们的热气球做得不是很大，<br>
没法一次载我们所有人走。这点该怎么解决？"
0102Adv16_Hanna001,と、とにかく、来てちょうだい！,总、总之，你先过来！
0102Adv16_Hanna002,わたくしたちが頑張って作ったものが……<br>こんなのってないですわ……。,"我们努力做出来的……<br>
可不是这样的东西……"
0102Adv16_Hanna003,ひどいですわ！<br>一体どうしてそんなことを！？,"太过分了！<br>
你究竟为什么要这么做！？"
0102Adv16_Hanna004,簡単に言わないでちょうだい。<br>わたくしがどれだけ苦労したか……。,"请不要把话说得那么轻松。<br>
你知道我这段时间有多辛苦吗……"
0102Adv16_Hanna005,……でも、エマさんの言うとおりね。<br>わたくしだって諦めたくない。,"……不过，艾玛说得没错。<br>
我也不想放弃。"
0102Adv16_Hanna006,壊されたなら、作り直せばいい。<br>何度だって付き合ってやりますわよ。ふん。,"热气球被毁掉了，重新做一个就好。<br>
无论做多少次我都奉陪到底，哼。"
0102Adv17_Hanna001,エマさん……ッ、シェリーさん……ッ。,艾玛……雪莉……
0102Adv17_Hanna002,す、すぐに来てくださいまし……！,请、请你们马上过来……！
0102Adv18_Hanna001,本当ですわ。わたくしたちは、見てきましたの。,是真的，我们亲眼看到了。
0102Adv18_Hanna002,わたくしはそんなことで人殺しなんてしませんわ！,我才不会因为这点事情杀人！
0102Adv18_Hanna003,わたくしたちがそんな卑怯なことをするとでも！？,你竟然认为我们会做那种卑鄙无耻之事！？
0102Adv25_Hanna001,あ、ああエマさん。<br>外に出られないかどうか確かめていたんですの。,"啊，是艾玛啊。<br>
我刚刚在调查有没办法外出。"
0102Adv25_Hanna002,もしかして外から殺人犯が侵入したかもしれない、<br>と思って……。,"我觉得，<br>
凶手有可能是从外面进来的……"
0102Adv25_Hanna003,正面玄関は鍵がかかってましたわ。,正门是锁着的。
0102Adv25_Hanna004,そうそう、後はこれを見つけましたの。,对了，我还找到了这个。
0102Adv25_Hanna005,掃除ロッカーに入っていましたの。<br>定期的に入れ替えられるみたいですわね。,"这是放在清扫工具柜里面的。<br>
好像是会定期更换。"
0102Adv25_Hanna006,犯人はこれで穴を掘って、<br>ミリアさんの懲罰房に侵入したのかもしれませんわ！,"凶手可能就是用它挖洞<br>
潜入了米莉亚的惩罚室！"
0102Adv25_Hanna007,そうでしたわね……。,那倒也是……
0102Adv27_Hanna001,人形劇でもするつもりですの？,这是要上演人偶剧吗？
0102Adv27_Hanna002,そうよ。エマさんは何も悪くありませんわ！,是啊。艾玛你没有任何错！
0102Adv27_Hanna003,そうよ、一体なんでですの！？<br>エマさんはみんなを脱出させるって<br>誰より頑張っていたじゃありませんの！,"是啊，究竟是为什么！？<br>
为了让大家逃出这里，<br>
艾玛比任何人都要努力不是吗！"
0102Adv27_Hanna004,そうですわ！<br>誰かにエマさんを殺せと命じることだって……。,"是啊！<br>
说不定她会命令谁去杀你……"
0102Bad01_Hanna001,なんだか、うさんくさい雰囲気が満載ですわね……。,总感觉非常地可疑呢……
0102Bad01_Hanna002,ちょっ、ちょっとエマさん！<br>やっぱりやめといた方がいいんじゃありません！？,"等、等等艾玛！<br>
还是别占卜比较好吧！？"
0102Bad01_Hanna003,嫌な内容しか想像できませんわね。,只能让人联想到不好的事情。
0102Bad01_Hanna004,エマさんも、占いを気にしてますの？,艾玛，你也在想那个占卜结果吗？
0102Bad01_Hanna005,過去や現在の占いが当たっているように<br>感じてしまうと、やっぱり……。,"我觉得过去和现在都占卜得很准，<br>
所以……"
0102Bad01_Hanna006,ばーな……なんですの……？,巴纳……那是什么……？
0102Bad01_Hanna007,はぁ～、お気楽女ですわねぇ……。,唉～真是个头脑简单的女人……
0102Bad01_Hanna008,占いがあいつの魔法って可能性もあるでしょう？<br>あのカードで占った内容は、必ず現実になるとか！,"也许她的魔法就是占卜呢？<br>
比如说她用塔罗牌占卜的结果一定会实现！"
0102Bad01_Hanna009,まさかそれ、すんなり信じてるんですの！？,你们该不会就这么信了吧！？
0102Bad01_Hanna010,とんだお人よしですわね……<br>いえ、もしかして、嘘を信じさせる魔法……？,"你们是有多善良啊……<br>
不对，难道她的魔法是让人相信谎言……？"
0102Bad01_Hanna011,だけど可能性はありますでしょう！？,但是可能性还是有的吧！？
0102Bad01_Hanna012,だって、銃を持っていたじゃありませんか！,谁让她手里有枪呀！
0102Bad01_Hanna013,きっと、こちらを殺そうと狙っていたに違いないですわ！<br>だから、わたくしが先に……！！,"她一定在计划杀害我！<br>
所以，我就先……！！"
0102Trial00_Hanna001,……またこんなことするんですの……！？<br>疑い合うなんて、もうたくさんですわ……！,"……又要来什么审判……！？<br>
我已经受够互相猜疑了……！"
0102Trial00_Hanna002,そ、それはっ……。,这、这……
0102Trial00_Hanna003,"> ＠備考◆だだをこねる
べつに真犯人が見つからないことを<br>心配しているわけではなくてぇ……！<br>そもそもこんなやり方が……！","我不是在担心<br>
找不找得到真凶……！<br>
我是说这样子的审判根本就……！"
0102Trial00_Hanna004,う……。,呜……
0102Trial01_Hanna001,死体を発見したのは、<br>わたくしとココさんですわ！<br>【２１時】頃だったと<br>思いますわ！,"发现尸体的是<br>
我和可可！<br>
时间应该是<br>
【晚上9点】左右！"
0102Trial01_Hanna002,ラウンジに……<br>怪しい張り紙が<br>あったんですわ！,"会客厅里……<br>
贴了张<br>
奇怪的便条！"
0102Trial01_Hanna003,それには<br>【懲罰房で拷問が行われる】……<br>みたいな事が書いてあって……！,"上面好像写着<br>
【将在惩罚室进行拷问】……<br>
总之就是这样子的话……！"
0102Trial01_Hanna004,きっとココさんも、<br>それが気になって<br>しまったんですわ！,"可可一定也是<br>
注意到了<br>
那张便条！"
0102Trial01_Hanna005,いくらミリアさんが<br>みんなの邪魔を<br>した人だからって、<br>拷問だなんて<br>許せませんわ！,"就算米莉亚<br>
扰乱了<br>
大家的计划，<br>
那也不应该<br>
拷问她呀！"
0102Trial01_Hanna006,"それでわたくし達は<br><link=""Objection_01_02_01_01"">メモに書かれていた通り</link>、<br>懲罰房に行ったんですわ！","所以我们就<br>
<link=""Objection_01_02_01_01"">按照便条上所写的内容</link>，<br>
去了惩罚室！"
0102Trial01_Hanna007,"ココさんとはそのとき<br><link=""Objection_01_02_01_02"">偶然</link>出会っただけで……！<br><link=""Objection_01_02_01_03"">何もやましい事</link>は<br>ありませんわ～！","我和可可<br>
那时只是<br>
<link=""Objection_01_02_01_02"">碰巧</link>遇到了而已……！<br>
<link=""Objection_01_02_01_03"">我可没做什么亏心事</link>～！"
0102Trial01_Hanna008,言いがかりですわー！？,你是在挑事吗！？
0102Trial01_Hanna009,ともかくその後……<br>ココさんが懲罰房の扉の<br>覗き窓から中を<br>覗いたんですわ！,"不管怎样，那之后……<br>
可可从惩罚室门上的<br>
小窗偷偷看了<br>
里面一眼！"
0102Trial01_Hanna010,緊急事態だと<br>思いましたし、<br>急いでみんなを<br>呼びに行ったんですわ～！,"这可是紧急事件，<br>
所以我马上<br>
就去叫大家<br>
过来了～！"
0102Trial01_Hanna011,話の腰を折らないでくださいまし！,请不要在人家说到一半的时候打断好吗！
0102Trial01_Hanna012,えっ、ないですわ……！？,欸，没有呀……！？
0102Trial01_Hanna013,あ、ありませんわ！？<br>逆に何が目的ですの！？,"真、真的没有啊！？<br>
倒是你，问这个做什么！？"
0102Trial01_Hanna014,な、何がですのー！？,哪、哪里奇怪！？
0102Trial01_Hanna015,……うう！？,……唔！？
0102Trial01_Hanna016,たしかに文面はうろ覚えでしたわ……！,我确实记不太清具体的文字……！
0102Trial01_Hanna017,そうだったんですのー！？<br>全然そんなこと思いあたりませんでしたわー！？,"是这样吗！？<br>
我怎么一点也没想到！？"
0102Trial01_Hanna018,マジですのー！？,真的假的呀！？
0102Trial01_Hanna019,わたくしのこと、信頼してくれてたんですね……！,原来你这么信任我啊……！
0102Trial01_Hanna020,酷い理由でしたわー！？,这理由也太过分了吧！？
0102Trial01_Hanna021,実は……<br>わたくしが懲罰房に行くのは【２度目】だったんですわ。,"是这样的……<br>
那其实是我【第二次】去惩罚室了。"
0102Trial01_Hanna022,１度目はココさんと出会う前……<br>時間通りに【２０時】に行っていたんです。,"第一次去的时候我还没有遇到可可……<br>
是【晚8点】准时过去的。"
0102Trial01_Hanna023,ちなみにその時は、アンアンさんと一緒でした。,而且，那次是和安安一起去的。
0102Trial01_Hanna024,わたくしは２０時前、<br>ラウンジであの文書を見つけましたわ。<br>でもどうしたらいいか迷ってて……。,"晚上8点之前<br>
我在会客厅发现了那张纸。<br>
但我不知道该怎么办才好……"
0102Trial01_Hanna025,そしたらアンアンさんがやってきたんです！,然后安安就过来了！
0102Trial01_Hanna026,それで事情を話して、<br>【２０時】に２人で一緒に行ったんですの。<br>けれどその時……。,"我对她解释了一下情况，<br>
于是我们两个就在【晚8点】一起过去了。<br>
可就在那时……"
0102Trial01_Hanna027,……懲罰房の中から、<br>【悲鳴】が聞こえてきて……。,"……我们听见惩罚室里<br>
传来了【惨叫声】……"
0102Trial01_Hanna028,ええ。あの時……。,是的，那时……
0102Trial01_Hanna029,それにしてもこの建物はやっぱり<br>薄気味悪いですわね～……。,"话说回来，这栋建筑物阴森森的，<br>
真是叫人浑身发毛啊～……"
0102Trial01_Hanna030,拷問ショーだなんて……<br>悪趣味にもほどがありますわ！,"还说什么拷问秀……<br>
实在是太恶心人了！"
0102Trial01_Hanna031,なんとか止められないものでしょうか……！,就不能想想办法阻止这种行为吗……！
0102Trial01_Hanna032,でも黙って見過ごすわけにも……。,但我也不能就这样坐视不管……
0102Trial01_Hanna033,そうですわね！<br>とにかく行ってみま――。,"你说得对！<br>
总之先去——"
0102Trial01_Hanna034,はわっ！？,哇哇……！
0102Trial01_Hanna035,ちょっとつまずいただけですわ……。,我只是绊了一下……
0102Trial01_Hanna036,……もう！<br>薄暗くて足元が見えにくいですわ！,"……讨厌！<br>
这里光线太差都看不清路了呀！"
0102Trial01_Hanna037,たしかこのスマホ、<br>ライトをつける機能が……。,"我记得这手机<br>
有手电筒功能……"
0102Trial01_Hanna038,あら？ どうやってつけるんでしたっけ……<br>ええっと……？,"哎呀？是怎么打开的来着……<br>
唔……？"
0102Trial01_Hanna039,音声メモ……？<br>これじゃなくて……。,"录音机……？<br>
不对……"
0102Trial01_Hanna040,ぴっ！？,噫！？
0102Trial01_Hanna041,悲鳴でしたわ！？,她在惨叫！？
0102Trial01_Hanna042,そんな……！,怎么会这样……！
0102Trial01_Hanna043,……アンアンさん、顔色が優れませんわ。,……安安，你的脸色不太好。
0102Trial01_Hanna044,……そうしてわたくしたちは恐ろしくなって帰ったんですの。,……然后我们就害怕得回去了。
0102Trial01_Hanna045,そうそう、これがその時に間違って録音した<br>音声メモのデータですわ。,"对了，这是我那时误触屏幕<br>
录下的音频文件。"
0102Trial01_Hanna046,ええ。<br>わたくしたちが医務室に行くと、<br>そこにはメルルさんがいましたわ。,"是的。<br>
我们去了医务室以后，<br>
看到梅露露在里面。"
0102Trial01_Hanna047,……わたくしはその後、<br>やっぱりまたミリアさんのことが<br>気になって戻ったんですわ。,"……之后，<br>
我还是有点担心米莉亚，<br>
就又去了一趟惩罚室。"
0102Trial01_Hanna048,だって、拷問されてるなんて<br>放っておけませんもの……！,"因为她在里面被拷问啊，<br>
我怎么能坐视不管……！"
0102Trial01_Hanna049,せめて外から応援ぐらいは……！,至少也要在外面给她提供点帮助……！
0102Trial01_Hanna050,そんなわけありませんわー！？,我怎么可能有这种爱好！？
0102Trial01_Hanna051,とにかく、気になって<br>もう一度行ったんですの。,"总而言之，我因为担心她<br>
又去了一趟惩罚室。"
0102Trial01_Hanna052,そして行く途中で<br>ココさんに出会ったんですわ。,"然后我就在路上<br>
碰到了可可。"
0102Trial01_Hanna053,何がですの？,什么事？
0102Trial01_Hanna054,メルルさんとアンアンさんは医務室にいたから<br>無理だと思いますわ！,"梅露露和安安一直在医务室，<br>
应该不是她们！"
0102Trial01_Hanna055,わたくしもココさんと会う前に、<br>ココさんが犯行できたかどうかまでは<br>わかりませんわ……。,"我也不知道<br>
可可在遇到我之前<br>
究竟有没有可能作案……"
0102Trial02_Hanna001,ミリアさんじゃ、ない……？,不是米莉亚……？
0102Trial02_Hanna002,もしかしたらマーゴさんの言っていたように<br>最初はお腹を刺しても<br>死ななかったのかもしれませんわ！,"也许正如玛格所说，<br>
一开始捅的是她的腹部，<br>
但怎么也杀不死她！"
0102Trial02_Hanna003,え？ ええっとあのときは……。,欸？呃，那个时候……
0102Trial02_Hanna004,最初にアンアンさんと一緒にミリアさんの悲鳴を聞いたのが<br>【２０時】でしたわ。,"我第一次和安安一起听到米莉亚的惨叫<br>
是在【晚上8点】。"
0102Trial02_Hanna005,その後、医務室にアンアンさんを置いて、<br>【２１時】にもう一度行ったんですの。,"之后，我把安安留在医务室，<br>
【晚上9点】又去了一趟惩罚室。"
0102Trial02_Hanna006,その時、偶然食堂側から出て来た<br>ココさんと一緒になったんです。<br>そして懲罰房に行って２人で覗き窓を覗いたら……。,"在路上，我碰巧遇到了从食堂那边过来的可可，<br>
就和她一起走了。<br>
到了惩罚室以后，我们从小窗往里面一看……"
0102Trial02_Hanna007,ミリアさんが死んでたんですのよ～！<br>だから開けようとしたんですけど、<br>鍵がかかっていて……。,"就看到米莉亚死掉了～！<br>
我们想打开门<br>
却发现门是锁着的……"
0102Trial03_Hanna001,エマさん……？<br>もしや、どうしても自殺と思い込ませたい<br>理由でもありますの……！？,"艾玛……？<br>
难道你是出于什么私心，<br>
想让大家以为是自杀吗……！？"
0102Trial03_Hanna002,腹にも胸にもグッサリ刺しておいて<br>うっかりは……ありえないと思いますわ！,"腹部和胸口都被刺得那么深，<br>
我觉得……不可能是意外！"
0102Trial03_Hanna003,現場をよく見て話してくださいまし！,请你仔细观察一下现场再发言！
0102Trial03_Hanna004,鍵ですわ！！,是钥匙！！
0102Trial04_Hanna001,わたくしたちの事、<br>見てたんですの……！？,"你看到<br>
我们了……！？"
0102Trial04_Hanna002,ですがその前に、わたくしたちも<br>ミリアさんの悲鳴を聞いておりますわ！,"但是在那之前，我们也听见了<br>
米莉亚的惨叫呀！"
0102Trial04_Hanna003,でも盗んだことを証明できるんですの？,可是，要怎么证明是偷来的呢？
0102Trial04_Hanna004,それは……わたくしが見たメモですわね。,这是……我看到的便条吧。
0102Trial04_Hanna005,ええ、そうですわ！<br>間違いなくミリアさんの声でしたわ！,"是啊，没错！<br>
那肯定就是米莉亚的声音！"
0102Trial04_Hanna006,あっ……！,啊……！
0102Trial04_Hanna007,それって……どういう事ですのー！？,这是……怎么回事！？
0102Trial05_Hanna001,そ、そんなの<br>嘘ですわ！？<br>だって……！,"那、<br>
那不可能呀！？<br>
因为……！"
0102Trial05_Hanna002,わたくしと<br>アンアンさんは、<br>２人でミリアさんの声を<br>聞きましたもの！,"我和安安<br>
两个人都听到了<br>
米莉亚的声音！<br>"
0102Trial05_Hanna003,あの時、<br>ミリアさんは<br>【生きていた】んですの！,"那时候，<br>
米莉亚还<br>
【活着】呢！"
0102Trial05_Hanna004,……ですが、わたくしたちが懲罰房についた時には<br>犯人の姿はなかったですわ……？,"……可是，我们到惩罚室的时候<br>
并没有看见凶手啊……？"
0102Trial05_Hanna005,わ、わたくしたちが帰って、<br>ナノカさんが懲罰房につく間に……？,"就、就从我们回去<br>
到奈叶香抵达惩罚室的这短短时间里……？"
0102Trial05_Hanna006,わ、わたくしがどんな嘘をついてるっていうんですの！？！,那、那你倒说说看我说了什么谎！？！
0102Trial05_Hanna007,そ、そんなことありませんわ！？<br>だってわたくしたち、聞きましたもの！,"怎、怎么不可能！？<br>
我们可是听得一清二楚！"
0102Trial05_Hanna008,ここに録音したデータだってありますわ！,录音文件都在这里！
0102Trial06_Hanna001,……たしかにわたくしとアンアンさんが聞いた声は<br>扉越しのもので<br>はっきりと聞こえたわけではありませんわ……。,"……我和安安<br>
是隔着门听到的声音，<br>
确实听得不是很清晰……"
0102Trial06_Hanna002,なので、録音されたものだったとしても<br>すぐには気付けないかもしれません……。,"所以，哪怕真的是播放录音<br>
也很难当场发现……"
0102Trial07_Hanna001,"なら超常現象……<br>誰かの【<link=""Objection_01_02_07_05"">魔法</link>】<br>という可能性は<br>ないんですの？","那超自然现象呢……<br>
有可能<br>
是谁用了<br>
【<link=""Objection_01_02_07_05"">魔法</link>】吗？"
0102Trial07_Hanna002,魔法の使い方によっては、<br>そのようなことも<br>できるんじゃ<br>ありませんこと？,"说不定<br>
有些人的魔法<br>
就能做到<br>
这种事呢？"
0102Trial07_Hanna003,そうですわね……<br>わたくしたちが懲罰房の廊下に<br>到着したタイミングで再生されて――。,"是啊……<br>
就在我们刚到惩罚室的走廊时<br>
它就播放出来了——"
0102Trial07_Hanna004,そもそも、そんな装置は現場から見つかってませんわー？,再说了，现场也没看到那样的装置啊？
0102Trial07_Hanna005,２人とも……適当なこと言い過ぎですわ～～～！,你们两位……说话太不过脑子了～～～！
0102Trial07_Hanna006,エマさんが犯人ですわ！？,艾玛是凶手吗！？
0102Trial07_Hanna007,そ、それが……<br>現場から見つかったスマホに<br>データは残っていませんでしたわ！,"可、可是……<br>
我们在现场找到的手机里<br>
没留下任何数据！"
0102Trial07_Hanna008,着信の履歴も、内部データも……。,不管是通话记录，还是内部数据都没有……
0102Trial07_Hanna009,えっ！？<br>でも確認しましたが、<br>履歴には何も……。,"欸！？<br>
但是我检查过手机了，<br>
没有任何记录……"
0102Trial07_Hanna010,【エマさんとの通話履歴】も存在していませんでしたわ！？,更没有【艾玛的通话记录】呀！？
0102Trial07_Hanna011,そんなこといったって<br>いったいそんなこと誰ができるんですの！？,"就算真是这样，<br>
究竟谁能做得到这种事！？"
0102Trial07_Hanna012,……ナノカさん、どうして……！,……奈叶香，你为什么……！
0102Trial07_Hanna013,何を言ってるんですか、エマさん！,你在说什么呢，艾玛！
0102Trial07_Hanna014,わたくしたちが現場でスマホを手にした時点で、<br>すでにデータは消えていたじゃありませんか！,"我们在现场拿到手机的时候<br>
数据就已经被删掉了不是吗！"
0102Trial08_Hanna001,たしかに……アンアンさんにはアリバイがあったので、<br>まさか容疑者とは思いませんでしたわ。,"的确……因为安安有不在场证明，<br>
我们都没有怀疑过她。"
0102Trial09_Hanna001,けど……<br>スマホのデータが<br>消えていたのは<br>真実ですわ！,"可是……<br>
手机里的数据<br>
没了是事实啊！<br>"
0102Trial09_Hanna002,わたくしをなんだと思っていますの！？,你把我当做什么人了！？
0102Trial09_Hanna003,……まあ、わたくしもアンアンさんがいなかったら、<br>懲罰房を見に行っていたかもしれませんが……。,"……不过如果安安不在话，<br>
也许我真的会去惩罚室看一眼……"
0102Trial09_Hanna004,ど、どうやってですの！？,怎、怎么做！？
0102Trial09_Hanna005,そ、それってもしかして……！,难、难道是……！
0102Trial09_Hanna006,何を言ってるんですの！？<br>私がレイアさんにドキドキしていたなんて……。,"你在胡说些什么！？<br>
我才没有对蕾雅心动……"
0102Trial09_Hanna007,そんなことはありませんわー！,这根本就不可能～！
0102Trial09_Hanna008,ともかく……エマさんの言葉、<br>全身全霊を持って否定させてもらいますわ！,"总而言之……我要倾尽全力<br>
否定艾玛的发言！"
0102Trial09_Hanna009,ハラハラはしましたわね。,我倒是很担心她。
0102Trial09_Hanna010,……アンアンさんの顔色が優れませんでしたから。,……因为安安她那时脸色不太好。
0102Trial09_Hanna011,わたくし、そんなごまかしされてませんわー！？<br>誹謗中傷はやめやがりなさいエマさん！,"我才不会被这种小戏法糊弄过去好吗！？<br>
请你停止诽谤中伤，艾玛！"
0102Trial09_Hanna012,……アンアンさんの顔色が優れませんでしたから。,……因为安安她那时脸色不太好。
0102Trial09_Hanna013,そ、そういえばあの時……！,这、这么一说，那时候……！
0102Trial09_Hanna014,……アンアンさん、顔色が優れませんわ。,……安安，你的脸色不太好。
0102Trial09_Hanna015,たしかに声はかけられましたわ……！,她确实和我说话了……！
